id,name,latitude,longitude
4476.03,Marcy Ave & Lafayette Ave,40.690081,-73.947915
4479.06,Bond St & Fulton St,40.689621,-73.983042
4479.10,Schermerhorn St & Hoyt St,40.688626,-73.985191
4483.10,Broadway & Madison St,40.68822,-73.91966
4488.08,Court St & State St,40.690237,-73.99203
4491.09,Monroe St & Patchen Ave,40.68814,-73.92693
4494.04,Lafayette Ave & St James Pl,40.688515,-73.964762
4497.09,Congress St & Hicks St,40.689395,-73.999512
4500.07,Lexington Ave & Stuyvesant Ave,40.68973,-73.93353
4507.07,Wilson Ave & Moffat St,40.68906,-73.90506
4510.04,Greene Ave & Throop Ave,40.689493,-73.942061
4513.06,DeKalb Ave & Hudson Ave,40.689888,-73.981013
4513.09,Ashland Pl & Dekalb Ave,40.690065,-73.978776
4517.03,Jefferson Ave & Evergreen Ave,40.68989,-73.91458
4519.02,Greene Ave & Nostrand Ave,40.688333,-73.950916
4519.04,Kosciuszko St & Nostrand Ave,40.690725,-73.951334
4522.07,State St & Smith St,40.68917,-73.9886
4526.01,Grove St & Broadway,40.69047,-73.923511
4528.01,DeKalb Ave & Franklin Ave,40.690648,-73.957461
4531.05,Henry St & Atlantic Ave,40.690892,-73.996123
4534.06,Lexington Ave & Patchen Ave,40.6904,-73.9277
4543.07,Lewis Ave & Greene Ave,40.68995,-73.9365
4546.05,Washington Park,40.691782,-73.973729
4546.06,DeKalb Ave & S Portland Ave,40.68967,-73.975273
4550.05,Central Ave & Covert St,40.68929,-73.90951
4553.04,Kosciuszko St & Tompkins Ave,40.691282,-73.945241
4565.07,Schermerhorn St & Court St,40.691036,-73.99201
4568.01,Van Buren St & Broadway,40.692,-73.92617
4576.11,Lafayette Ave & Stuyvesant Ave,40.691992,-73.93255
4582.08,Knickerbocker Ave & Moffat St,40.690434,-73.903737
4587.02,Willoughby St & Ashland Pl,40.69178,-73.97877
